video_id,label,start_time,end_time,total_time
FQ9QX,c076,18.30,29.00,30.42
DE8T8,c094,20.00,26.10,31.21
DE8T8,c096,5.70,32.00,31.21
DE8T8,c152,22.50,27.90,31.21
DE8T8,c144,29.30,32.00,31.21
AB06W,c134,23.10,30.00,29.25
AB06W,c135,0.00,28.80,29.25
AB06W,c107,0.00,23.80,29.25
AB06W,c108,0.80,16.70,29.25
AB06W,c109,18.10,25.30,29.25
AB06W,c062,16.20,22.20,29.25
AB06W,c061,8.30,13.40,29.25
AB06W,c119,18.40,23.40,29.25
AB06W,c118,6.20,12.00,29.25
AB06W,c057,22.20,27.40,29.25
A7OCU,c118,17.80,23.70,31.62
A7OCU,c119,19.10,25.00,31.62
A7OCU,c148,6.20,19.90,31.62
FNM0L,c059,2.10,32.00,30.58
FNM0L,c034,12.90,17.60,30.58
FNM0L,c035,7.20,14.40,30.58
FNM0L,c033,7.20,17.80,30.58
FNM0L,c093,7.70,32.00,30.58
FNM0L,c095,10.10,17.50,30.58
FNM0L,c151,0.00,7.70,30.58
FNM0L,c011,0.50,32.00,30.58
FNM0L,c009,27.40,32.00,30.58
FNM0L,c038,8.60,17.60,30.58
FNM0L,c014,8.10,32.00,30.58
FNM0L,c036,13.30,18.40,30.58
URWJL,c081,23.50,28.70,32.88
URWJL,c026,20.20,34.00,32.88
URWJL,c030,19.60,26.00,32.88
URWJL,c151,8.40,13.50,32.88
URWJL,c135,8.50,14.20,32.88
URWJL,c028,30.20,34.00,32.88
URWJL,c008,0.00,7.30,32.88
URWJL,c097,2.40,7.40,32.88
URWJL,c082,19.70,34.00,32.88
URWJL,c154,11.80,17.60,32.88
URWJL,c152,8.20,14.80,32.88
URWJL,c025,18.10,22.20,32.88
URWJL,c032,20.40,26.00,32.88
URWJL,c096,7.00,11.20,32.88
UY7BK,c092,18.10,29.30,31.17
UY7BK,c015,4.60,32.00,31.17
UY7BK,c097,1.00,7.50,31.17
UY7BK,c152,11.60,17.80,31.17
UY7BK,c017,27.60,32.00,31.17
UY7BK,c018,0.30,6.50,31.17
G93A5,c093,0.00,16.40,31.00
G93A5,c016,0.00,16.40,31.00
OWZCZ,c147,8.40,22.20,23.17
OWZCZ,c063,3.00,11.90,23.17
OWZCZ,c142,4.60,11.60,23.17
OWZCZ,c062,8.00,14.60,23.17
OWZCZ,c143,0.00,5.10,23.17
OWZCZ,c061,4.40,12.60,23.17
TZZX3,c129,18.00,27.40,30.00
TZZX3,c019,0.00,17.10,30.00
TZZX3,c153,2.50,7.70,30.00
TZZX3,c097,13.90,21.00,30.00
0WU7S,c023,6.20,11.50,32.71
0WU7S,c113,3.10,8.20,32.71
0WU7S,c156,17.70,34.00,32.71
0WU7S,c141,3.40,9.20,32.71
0WU7S,c112,8.00,14.50,32.71
0WU7S,c020,5.90,34.00,32.71
0WU7S,c021,10.60,17.10,32.71
0WU7S,c061,15.20,22.30,32.71
0WU7S,c061,16.90,29.00,32.71
ETAFB,c033,0.00,33.90,33.75
ETAFB,c142,26.70,32.10,33.75
ETAFB,c143,13.40,18.90,33.75
ETAFB,c061,4.10,13.00,33.75
ETAFB,c112,10.00,16.70,33.75
ETAFB,c063,2.60,11.30,33.75
ETAFB,c063,15.70,20.60,33.75
ETAFB,c113,0.20,6.20,33.75
2YK65,c032,0.00,35.00,34.50
2YK65,c151,9.20,14.10,34.50
2YK65,c123,9.70,35.00,34.50
2YK65,c027,0.00,35.00,34.50
2YK65,c026,0.00,35.00,34.50
XPTXP,c141,0.00,9.70,30.79
XPTXP,c033,0.00,32.00,30.79
6C65Z,c147,4.90,20.00,19.00
6C65Z,c094,11.00,20.00,19.00
6C65Z,c142,1.20,8.00,19.00
6C65Z,c119,7.50,20.00,19.00
36AJ1,c096,0.00,12.40,30.58
36AJ1,c141,15.30,21.60,30.58
36AJ1,c155,24.80,32.00,30.58
36AJ1,c153,9.30,16.60,30.58
36AJ1,c155,4.10,12.10,30.58
36AJ1,c008,20.50,30.50,30.58
36AJ1,c000,7.30,32.00,30.58
36AJ1,c097,23.10,32.00,30.58
FTGSV,c009,3.60,12.50,22.42
FTGSV,c097,8.70,14.60,22.42
CIG76,c025,9.00,13.80,32.21
CIG76,c026,0.00,33.00,32.21
CIG76,c032,6.60,14.80,32.21
CIG76,c106,10.60,17.50,32.21
9IT59,c112,8.90,14.10,21.50
9IT59,c113,3.40,9.40,21.50
9IT59,c076,0.00,10.10,21.50
9IT59,c077,5.10,10.50,21.50
9IT59,c097,0.00,4.90,21.50
E780X,c126,0.00,5.70,29.58
E780X,c107,6.70,12.80,29.58
E780X,c106,1.70,10.90,29.58
E780X,c054,0.00,5.70,29.58
E780X,c119,2.00,31.00,29.58
E780X,c110,2.00,31.00,29.58
E780X,c118,2.00,31.00,29.58
FVDNY,c150,17.00,33.00,31.54
FVDNY,c120,14.40,19.20,31.54
FVDNY,c119,15.70,20.30,31.54
DLBRW,c137,0.70,20.00,32.04
DLBRW,c118,17.40,33.00,32.04
DLBRW,c006,24.80,32.80,32.04
DLBRW,c097,24.30,32.80,32.04
DLBRW,c061,17.70,33.00,32.04
MQSXF,c128,0.00,26.00,25.17
MQSXF,c096,0.00,26.00,25.17
MQSXF,c093,0.00,26.00,25.17
3QVSC,c084,2.50,33.00,31.92
3QVSC,c098,0.00,33.00,31.92
3QVSC,c016,4.30,33.00,31.92
3QVSC,c088,4.10,33.00,31.92
3QVSC,c152,2.30,10.30,31.92
3QVSC,c149,1.10,8.40,31.92
TCQ97,c080,1.90,7.40,25.04
TCQ97,c001,10.50,19.70,25.04
TCQ97,c123,5.80,14.40,25.04
TCQ97,c000,9.70,18.70,25.04
TCQ97,c002,7.00,13.80,25.04
TCQ97,c004,6.90,19.70,25.04
TCQ97,c112,15.30,20.90,25.04
TCQ97,c113,12.80,17.30,25.04
696GE,c079,16.00,25.70,25.92
696GE,c152,19.00,27.00,25.92
696GE,c080,17.50,22.20,25.92
696GE,c108,20.20,25.30,25.92
39TDM,c076,0.00,33.00,31.75
39TDM,c051,0.00,33.00,31.75
39TDM,c059,0.00,33.00,31.75
39TDM,c153,24.30,33.00,31.75
39TDM,c009,0.00,9.80,31.75
39TDM,c011,0.00,33.00,31.75
KTQEL,c141,0.00,10.40,32.83
KTQEL,c084,0.00,22.70,32.83
KTQEL,c088,18.50,29.30,32.83
KTQEL,c081,8.00,23.00,32.83
KTQEL,c088,0.00,33.10,32.83
KTQEL,c008,0.60,11.90,32.83
KTQEL,c086,9.00,23.20,32.83
N8N6U,c129,15.60,26.10,29.42
N8N6U,c151,22.10,28.00,29.42
N8N6U,c097,25.60,30.00,29.42
N8N6U,c154,21.90,28.70,29.42
N8N6U,c106,19.10,26.80,29.42
N8N6U,c135,0.00,28.90,29.42
16OAM,c046,19.50,24.90,24.08
16OAM,c052,2.50,24.70,24.08
4WX0H,c149,15.50,27.20,31.62
4WX0H,c135,14.60,33.00,31.62
4WX0H,c021,14.10,19.20,31.62
372CC,c051,0.00,31.00,30.50
372CC,c153,17.50,29.90,30.50
372CC,c011,0.00,31.00,30.50
P2DV7,c087,11.60,17.40,17.25
P2DV7,c015,2.00,18.00,17.25
HHEIV,c106,5.00,14.50,31.17
HHEIV,c107,8.00,20.90,31.17
HHEIV,c123,5.00,10.10,31.17
HHEIV,c152,11.60,24.50,31.17
HHEIV,c132,13.40,29.90,31.17
AMP3N,c051,0.00,14.40,30.96
AMP3N,c052,0.00,14.60,30.96
AMP3N,c096,13.70,32.00,30.96
AMP3N,c155,13.00,22.60,30.96
AMP3N,c154,9.30,16.40,30.96
D07V2,c106,0.00,6.20,26.71
D07V2,c156,6.40,20.60,26.71
D07V2,c143,2.60,10.30,26.71
D07V2,c063,7.90,16.70,26.71
D07V2,c142,15.10,20.40,26.71
D07V2,c107,0.00,28.00,26.71
D07V2,c147,19.70,28.00,26.71
RI2KG,c093,3.80,29.90,31.50
4Y1AW,c019,0.00,35.00,34.21
4Y1AW,c061,0.00,26.30,34.21
4Y1AW,c156,0.00,32.80,34.21
4Y1AW,c059,0.00,35.00,34.21
4Y1AW,c087,29.30,35.00,34.21
4Y1AW,c063,14.60,20.30,34.21
4Y1AW,c015,0.00,35.00,34.21
4Y1AW,c016,23.00,35.00,34.21
QS0AZ,c142,10.00,17.00,27.25
QS0AZ,c143,7.70,14.30,27.25
QS0AZ,c147,0.00,14.40,27.25
QS0AZ,c063,8.80,17.80,27.25
QS0AZ,c118,0.00,4.60,27.25
QS0AZ,c118,2.10,10.20,27.25
QS0AZ,c130,11.40,16.60,27.25
QS0AZ,c062,10.60,16.70,27.25
QS0AZ,c008,6.60,13.50,27.25
QS0AZ,c006,9.50,16.10,27.25
ZIU9C,c026,0.00,16.00,29.71
ZIU9C,c030,0.00,5.00,29.71
ZIU9C,c097,0.00,19.60,29.71
ZIU9C,c028,9.80,15.70,29.71
ZIU9C,c008,14.10,23.00,29.71
ZIU9C,c009,9.80,15.70,29.71
ZIU9C,c113,16.60,31.00,29.71
9QI0W,c072,0.00,22.00,21.46
9QI0W,c016,0.00,22.00,21.46
9QI0W,c015,0.00,22.00,21.46
9QI0W,c070,0.00,22.00,21.46
SUYMQ,c156,14.80,37.00,36.00
SUYMQ,c065,14.60,37.00,36.00
SUYMQ,c061,11.90,37.00,36.00
SUYMQ,c154,9.70,17.10,36.00
SUYMQ,c054,6.80,16.80,36.00
SUYMQ,c053,0.00,17.30,36.00
SUYMQ,c118,12.10,37.00,36.00
SUYMQ,c125,0.00,14.10,36.00
SUYMQ,c006,33.30,37.00,36.00
YYJ8I,c040,2.60,21.00,19.75
YYJ8I,c008,9.00,21.00,19.75
YYJ8I,c141,7.20,21.00,19.75
YYJ8I,c097,13.60,21.00,19.75
7VHXG,c142,14.10,19.40,28.88
7VHXG,c143,12.30,18.10,28.88
7VHXG,c147,2.20,15.50,28.88
7VHXG,c064,22.60,29.20,28.88
9OH7W,c020,16.00,32.20,32.08
9OH7W,c021,16.10,22.60,32.08
9OH7W,c075,0.00,16.00,32.08
9OH7W,c156,21.30,31.50,32.08
9OH7W,c071,11.60,18.20,32.08
YPQ97,c098,0.00,32.00,31.25
YPQ97,c127,2.50,32.00,31.25
YPQ97,c126,0.50,6.20,31.25
YPQ97,c053,0.00,5.90,31.25
YPQ97,c102,2.80,32.00,31.25
YPQ97,c054,1.30,6.10,31.25
8BNBV,c097,14.90,20.20,33.08
8BNBV,c152,9.30,14.40,33.08
KVYOZ,c084,0.00,5.00,8.08
KVYOZ,c110,3.00,8.00,8.08
KVYOZ,c154,0.00,2.60,8.08
KVYOZ,c125,0.00,2.50,8.08
KVYOZ,c086,1.20,6.00,8.08
KVYOZ,c153,0.60,5.40,8.08
KVYOZ,c115,0.00,5.50,8.08
6BXG4,c107,0.00,22.00,20.62
6BXG4,c059,0.00,6.00,20.62
6BXG4,c106,9.40,18.50,20.62
6BXG4,c108,4.40,12.10,20.62
6BXG4,c154,0.30,5.60,20.62
GJNI4,c015,0.00,18.40,30.25
GJNI4,c016,0.00,15.50,30.25
GJNI4,c144,14.20,20.50,30.25
GJNI4,c017,12.10,18.80,30.25
GJNI4,c106,17.10,28.20,30.25
GJNI4,c009,11.60,18.80,30.25
QQ9RN,c149,2.00,23.60,22.83
327L5,c015,18.90,40.10,45.92
327L5,c062,10.40,22.20,45.92
327L5,c018,18.90,23.40,45.92
327L5,c016,19.60,38.50,45.92
79WPY,c132,9.80,22.20,31.83
79WPY,c142,27.80,33.00,31.83
79WPY,c143,23.20,28.80,31.83
FL4NG,c015,0.00,30.00,29.50
FL4NG,c155,0.00,26.80,29.50
FL4NG,c001,23.30,28.00,29.50
FL4NG,c003,23.00,28.00,29.50
YLIMP,c055,11.70,30.40,53.58
YLIMP,c070,0.00,55.00,53.58
YLIMP,c154,44.40,50.80,53.58
YLIMP,c097,2.60,8.20,53.58
U9UI8,c044,4.10,32.00,30.54
U9UI8,c106,0.00,32.00,30.54
U9UI8,c040,2.70,8.00,30.54
7QLMY,c006,1.60,18.50,21.75
7QLMY,c150,2.80,9.30,21.75
7QLMY,c097,2.00,7.70,21.75
7ZPHX,c000,0.00,9.70,28.71
7ZPHX,c149,19.50,30.00,28.71
7ZPHX,c096,11.70,24.20,28.71
7ZPHX,c148,0.00,25.00,28.71
V8JOH,c006,15.00,22.00,23.04
V8JOH,c128,0.00,8.80,23.04
V8JOH,c129,0.00,8.70,23.04
V8JOH,c097,13.10,18.50,23.04
A015X,c116,16.70,29.60,30.29
A015X,c115,17.30,31.00,30.29
A015X,c117,17.00,21.60,30.29
A015X,c097,20.50,25.90,30.29
A015X,c097,23.40,28.20,30.29
A015X,c096,0.00,31.00,30.29
D4AJ5,c152,5.60,13.60,22.42
D4AJ5,c106,3.60,9.40,22.42
D4AJ5,c009,18.00,23.00,22.42
OAL0G,c106,3.70,10.30,30.71
OAL0G,c107,0.00,7.70,30.71
OAL0G,c153,0.00,32.00,30.71
OAL0G,c123,0.00,32.00,30.71
QO6RV,c105,23.20,30.00,28.96
QO6RV,c110,2.40,12.90,28.96
QO6RV,c097,0.00,6.50,28.96
QO6RV,c039,7.30,12.90,28.96
QO6RV,c065,0.00,6.40,28.96
QO6RV,c156,0.00,6.40,28.96
QO6RV,c061,0.00,9.50,28.96
QO6RV,c108,9.30,23.00,28.96
4T97L,c106,3.80,20.90,29.79
4T97L,c107,0.00,20.90,29.79
4T97L,c150,8.30,16.80,29.79
4T97L,c140,13.50,31.00,29.79
4T97L,c104,12.50,17.50,29.79
4T97L,c038,12.90,31.00,29.79
4T97L,c097,8.30,13.20,29.79
4T97L,c033,7.00,31.00,29.79
6BFKO,c052,0.00,29.00,28.42
6BFKO,c104,23.80,29.00,28.42
6BFKO,c016,0.00,29.00,28.42
6BFKO,c015,0.00,29.00,28.42
WTMMC,c106,39.70,50.00,57.83
WTMMC,c001,17.10,43.40,57.83
WTMMC,c002,15.40,30.60,57.83
WTMMC,c005,15.10,42.50,57.83
WTMMC,c004,15.40,41.60,57.83
WTMMC,c023,15.10,20.20,57.83
WTMMC,c021,15.40,20.20,57.83
WTMMC,c000,16.20,22.00,57.83
WTMMC,c000,25.80,32.10,57.83
WTMMC,c000,30.10,35.90,57.83
WTMMC,c020,14.80,20.20,57.83
B84SU,c098,0.00,32.00,30.92
B84SU,c155,0.00,20.40,30.92
B84SU,c127,0.00,32.00,30.92
B84SU,c000,13.00,32.00,30.92
6B328,c146,1.20,10.50,30.46
6B328,c134,0.00,17.90,30.46
6B328,c096,21.60,26.70,30.46
6B328,c015,6.10,15.90,30.46
6B328,c133,1.70,9.50,30.46
6B328,c129,18.70,29.30,30.46
6B328,c009,24.40,29.50,30.46
6B328,c017,11.00,16.60,30.46
6B328,c128,13.40,29.30,30.46
6B328,c016,6.80,14.80,30.46
CBG3N,c123,0.00,17.20,16.58
CBG3N,c156,0.00,8.80,16.58
CBG3N,c030,6.40,15.70,16.58
CBG3N,c026,6.90,18.00,16.58
CBG3N,c063,0.00,11.00,16.58
CBG3N,c062,0.00,10.80,16.58
CBG3N,c061,0.00,10.70,16.58
ISHJ4,c141,0.00,6.10,59.12
ISHJ4,c006,0.00,5.80,59.12
ISHJ4,c008,10.40,16.80,59.12
ISHJ4,c073,16.10,56.50,59.12
ISHJ4,c097,11.00,17.10,59.12
ISHJ4,c070,19.30,31.00,59.12
4N06O,c026,0.00,25.00,28.50
4N06O,c028,21.00,26.80,28.50
4N06O,c097,22.80,29.00,28.50
4N06O,c146,4.00,12.20,28.50
4N06O,c154,15.10,23.90,28.50
4N06O,c124,0.00,8.00,28.50
4N06O,c032,8.10,20.70,28.50
4N06O,c031,21.30,26.30,28.50
JISS4,c080,0.00,9.50,42.88
JISS4,c156,11.70,44.00,42.88
JISS4,c149,0.00,2.90,42.88
JISS4,c151,6.20,12.50,42.88
JISS4,c125,10.70,44.00,42.88
JISS4,c076,0.00,14.00,42.88
35P3Q,c118,0.00,7.30,30.29
35P3Q,c121,5.00,11.70,30.29
35P3Q,c000,8.30,20.10,30.29
35P3Q,c121,0.00,8.10,30.29
35P3Q,c002,25.80,30.70,30.29
35P3Q,c139,0.00,27.10,30.29
QDZ38,c095,9.80,15.60,23.88
QDZ38,c150,2.40,9.20,23.88
QDZ38,c038,9.80,15.60,23.88
QDZ38,c097,2.70,7.60,23.88
QDZ38,c139,15.20,21.20,23.88
QDZ38,c128,4.90,20.60,23.88
ZBDB5,c128,14.60,21.60,29.62
ZBDB5,c129,18.50,26.50,29.62
ZBDB5,c051,0.00,13.10,29.62
ZBDB5,c046,9.40,14.60,29.62
ZBDB5,c135,0.00,31.00,29.62
ZBDB5,c125,0.00,31.00,29.62
ZBDB5,c156,21.90,31.00,29.62
ZBDB5,c061,11.50,25.90,29.62
ZBDB5,c052,0.00,15.50,29.62
JHRI6,c059,0.00,13.00,12.21
JHRI6,c149,5.10,13.00,12.21
JHRI6,c152,5.10,13.00,12.21
JHRI6,c115,0.00,7.50,12.21
JHRI6,c126,3.70,8.20,12.21
Y2PNC,c015,0.00,32.00,31.29
Y2PNC,c019,1.30,32.00,31.29
Y2PNC,c092,7.90,32.00,31.29
1EJKT,c141,20.70,35.50,42.33
1EJKT,c148,0.00,5.60,42.33
1EJKT,c155,16.00,28.70,42.33
1EJKT,c153,9.70,20.60,42.33
1EJKT,c001,27.00,32.10,42.33
1EJKT,c000,0.00,18.30,42.33
1EJKT,c000,13.00,18.30,42.33
1EJKT,c003,26.80,31.90,42.33
7JZTY,c063,0.60,6.00,31.67
7JZTY,c021,1.00,10.30,31.67
7JZTY,c156,6.00,14.00,31.67
7JZTY,c106,21.90,31.50,31.67
7JZTY,c061,5.50,10.80,31.67
7JZTY,c011,0.00,33.00,31.67
7JZTY,c149,12.90,19.00,31.67
7JZTY,c149,19.00,25.50,31.67
7JZTY,c152,12.90,18.80,31.67
7JZTY,c152,19.10,25.40,31.67
MEG11,c118,12.60,23.60,30.29
MEG11,c119,24.50,31.00,30.29
MEG11,c120,19.60,30.80,30.29
XWVDK,c020,2.10,12.10,17.42
XWVDK,c024,7.20,12.40,17.42
XWVDK,c130,7.60,12.30,17.42
XWVDK,c022,7.60,12.30,17.42
KRT78,c059,0.00,39.00,38.25
KRT78,c145,0.00,22.50,38.25
KRT78,c065,0.00,22.90,38.25
KRT78,c156,0.00,23.10,38.25
KRT78,c132,24.80,39.00,38.25
KRT78,c115,0.00,39.00,38.25
KRT78,c061,0.00,39.00,38.25
D67MQ,c153,13.30,21.20,32.46
D67MQ,c125,28.60,33.00,32.46
D67MQ,c097,19.60,26.10,32.46
D67MQ,c151,25.30,33.00,32.46
D67MQ,c061,29.70,33.00,32.46
TTQ3V,c047,5.40,11.90,30.29
TTQ3V,c048,0.00,3.70,30.29
TTQ3V,c052,0.00,9.10,30.29
TTQ3V,c070,5.40,12.20,30.29
TTQ3V,c150,20.20,26.40,30.29
TTQ3V,c151,16.80,30.20,30.29
TTQ3V,c033,15.30,22.80,30.29
TTQ3V,c050,6.60,11.60,30.29
TTQ3V,c125,9.40,31.00,30.29
7K9XM,c095,51.00,108.70,129.29
7K9XM,c096,47.20,107.40,129.29
7K9XM,c026,31.00,130.00,129.29
7K9XM,c030,31.00,51.20,129.29
7K9XM,c035,48.50,69.30,129.29
7K9XM,c032,43.90,48.60,129.29
7K9XM,c033,60.10,113.30,129.29
7K9XM,c004,29.10,35.00,129.29
7K9XM,c034,102.80,110.00,129.29
7K9XM,c038,64.00,89.30,129.29
7K9XM,c038,92.40,101.00,129.29
7K9XM,c027,40.70,48.60,129.29
OXUKR,c132,0.00,15.50,31.46
OXUKR,c078,0.00,12.90,31.46
OXUKR,c070,0.00,17.00,31.46
OXUKR,c072,0.00,12.70,31.46
OXUKR,c076,0.00,13.50,31.46
OXUKR,c122,0.00,16.00,31.46
OXUKR,c154,12.50,18.40,31.46
OXUKR,c071,11.40,16.50,31.46
OXUKR,c067,13.80,32.00,31.46
OXUKR,c156,14.40,21.10,31.46
OXUKR,c065,14.50,21.10,31.46
OXUKR,c077,8.90,14.00,31.46
OXUKR,c068,12.00,17.60,31.46
OXUKR,c069,13.60,18.90,31.46
SJGZ2,c082,4.90,35.10,39.08
SJGZ2,c112,31.70,38.10,39.08
SJGZ2,c113,3.50,9.10,39.08
SJGZ2,c114,4.90,35.30,39.08
SJGZ2,c008,3.50,9.10,39.08
SJGZ2,c130,2.90,35.50,39.08
SJGZ2,c081,4.90,35.10,39.08
39LQ8,c049,1.80,8.60,21.33
39LQ8,c009,1.40,9.00,21.33
39LQ8,c041,7.40,16.40,21.33
39LQ8,c150,13.30,18.90,21.33
39LQ8,c023,12.50,17.50,21.33
QJ11V,c104,16.80,21.20,30.96
QJ11V,c016,0.30,18.60,30.96
QJ11V,c017,14.10,18.90,30.96
QJ11V,c015,0.20,19.00,30.96
0CVZN,c082,0.00,7.20,29.75
H8QM1,c153,0.30,5.10,30.71
H8QM1,c032,0.00,30.80,30.71
H8QM1,c029,6.70,32.00,30.71
H8QM1,c152,1.70,32.00,30.71
H8QM1,c026,0.00,32.00,30.71
H8QM1,c029,1.70,20.10,30.71
15TWQ,c144,2.50,16.60,27.50
15TWQ,c104,0.90,5.70,27.50
15TWQ,c094,5.70,19.60,27.50
15TWQ,c096,1.60,19.90,27.50
15TWQ,c026,14.70,29.00,27.50
15TWQ,c152,5.30,20.60,27.50
15TWQ,c032,16.20,29.00,27.50
15TWQ,c097,18.40,26.80,27.50
15TWQ,c030,14.00,29.00,27.50
15TWQ,c027,15.90,23.90,27.50
XQC9F,c021,11.10,21.70,34.46
XQC9F,c003,30.60,35.00,34.46
XQC9F,c001,13.70,23.40,34.46
XQC9F,c004,0.00,35.00,34.46
4HGD7,c153,4.60,10.40,28.50
4HGD7,c150,19.20,26.50,28.50
4HGD7,c097,21.80,27.80,28.50
4HGD7,c053,19.70,29.00,28.50
SHVVB,c106,0.00,31.00,30.00
SHVVB,c010,0.00,31.00,30.00
SHVVB,c011,0.00,31.00,30.00
SHVVB,c063,0.00,31.00,30.00
SHVVB,c110,0.00,31.00,30.00
SHVVB,c117,0.00,31.00,30.00
SHVVB,c009,0.00,31.00,30.00
SHVVB,c145,0.00,20.30,30.00
SHVVB,c026,0.00,20.20,30.00
SHVVB,c014,0.00,20.20,30.00
SHVVB,c067,20.10,31.00,30.00
SHVVB,c061,0.00,31.00,30.00
SHVVB,c116,15.70,20.50,30.00
SHVVB,c107,17.50,27.40,30.00
SHVVB,c032,0.00,31.00,30.00
SHVVB,c115,0.00,31.00,30.00
SHVVB,c028,0.00,31.00,30.00
SHVVB,c069,0.00,31.00,30.00
4GWNV,c006,10.60,17.80,19.21
4GWNV,c112,4.60,10.00,19.21
4GWNV,c015,3.60,12.80,19.21
88TGX,c121,7.70,24.50,31.12
88TGX,c142,4.10,9.50,31.12
88TGX,c143,0.30,8.20,31.12
4F76V,c141,19.80,27.90,28.25
4F76V,c147,3.10,10.60,28.25
4F76V,c008,19.80,26.30,28.25
4F76V,c145,13.00,20.50,28.25
4F76V,c026,0.00,29.00,28.25
4F76V,c006,21.90,27.60,28.25
4F76V,c115,0.00,29.00,28.25
5MG4A,c009,3.20,10.00,13.33
5MG4A,c002,5.60,11.40,13.33
5MG4A,c130,3.40,10.40,13.33
5MG4A,c155,0.00,14.00,13.33
5MG4A,c020,0.00,8.90,13.33
5MG4A,c022,4.40,9.20,13.33
S8TI7,c092,2.30,9.50,33.25
S8TI7,c151,0.00,4.30,33.25
S8TI7,c154,26.70,32.80,33.25
S8TI7,c135,0.20,15.80,33.25
S8TI7,c065,1.70,15.30,33.25
P6P6L,c152,19.50,26.90,29.75
P6P6L,c088,6.60,26.90,29.75
P6P6L,c059,0.00,31.00,29.75
P6P6L,c011,0.00,31.00,29.75
FDU31,c137,0.00,4.60,36.92
FDU31,c102,0.00,3.50,36.92
FDU31,c127,0.80,5.70,36.92
06EDS,c081,0.00,25.40,35.46
06EDS,c066,23.60,36.00,35.46
06EDS,c147,23.90,36.00,35.46
06EDS,c130,0.00,24.70,35.46
06EDS,c062,22.30,36.00,35.46
FM078,c130,11.50,34.30,39.04
FM078,c021,30.10,36.20,39.04
FM078,c081,16.00,31.90,39.04
FM078,c042,12.30,19.40,39.04
FM078,c114,12.90,39.10,39.04
FM078,c113,12.70,19.80,39.04
FM078,c113,17.20,31.70,39.04
FM078,c112,27.70,31.90,39.04
FM078,c012,0.20,12.40,39.04
FM078,c119,0.90,7.30,39.04
FM078,c009,4.80,9.80,39.04
FLQ59,c108,0.10,7.40,8.42
FLQ59,c149,0.00,9.00,8.42
41EQS,c034,0.00,10.90,31.88
41EQS,c151,11.10,16.80,31.88
41EQS,c011,11.40,33.00,31.88
41EQS,c020,0.00,13.00,31.88
41EQS,c024,6.80,13.80,31.88
41EQS,c033,0.00,8.70,31.88
41EQS,c036,0.00,9.30,31.88
41EQS,c106,17.00,33.00,31.88
41EQS,c075,0.00,7.90,31.88
41EQS,c070,0.00,7.90,31.88
41EQS,c071,3.60,8.70,31.88
41EQS,c009,11.10,18.80,31.88
41EQS,c107,10.60,33.00,31.88
LNWWJ,c080,4.60,9.90,21.92
LNWWJ,c003,3.60,9.70,21.92
BNEQL,c075,19.30,49.80,50.67
BNEQL,c106,14.30,26.70,50.67
BNEQL,c148,0.00,20.00,50.67
BNEQL,c110,12.70,19.50,50.67
BNEQL,c000,0.00,19.50,50.67
BNEQL,c071,21.40,49.00,50.67
BNEQL,c001,0.00,21.80,50.67
BNEQL,c118,14.00,25.90,50.67
QQD2X,c104,4.60,10.90,26.75
QQD2X,c090,7.50,17.20,26.75
QQD2X,c150,0.00,8.70,26.75
QQD2X,c097,3.20,9.90,26.75
QQD2X,c113,9.00,15.70,26.75
FRX6I,c033,0.00,17.00,15.58
FRX6I,c153,0.00,17.00,15.58
FRX6I,c152,0.00,17.00,15.58
FRX6I,c034,0.00,17.00,15.58
FRX6I,c038,0.00,17.00,15.58
VICUM,c000,24.10,30.00,28.83
VICUM,c006,0.50,5.90,28.83
VICUM,c142,0.50,5.90,28.83
VICUM,c008,0.00,4.00,28.83
VICUM,c143,0.00,4.00,28.83
VICUM,c002,22.80,30.00,28.83
VICUM,c141,0.00,26.80,28.83
0NJ26,c020,0.00,21.30,30.38
0NJ26,c071,0.00,13.40,30.38
0NJ26,c034,0.00,14.60,30.38
0NJ26,c075,17.90,31.00,30.38
DXUQS,c130,17.50,26.90,32.71
DXUQS,c098,0.00,14.50,32.71
DXUQS,c102,0.00,14.90,32.71
DXUQS,c127,0.00,12.80,32.71
DXUQS,c149,10.80,16.40,32.71
DXUQS,c062,17.20,22.50,32.71
DXUQS,c063,16.00,34.00,32.71
DXUQS,c081,18.00,27.00,32.71
DXUQS,c061,16.00,34.00,32.71
UK8KW,c070,17.90,31.00,29.75
UK8KW,c072,20.80,31.00,29.75
UK8KW,c067,20.20,31.00,29.75
UK8KW,c156,23.30,31.00,29.75
UK8KW,c000,17.00,31.00,29.75
T4HF9,c096,0.00,18.00,21.92
T4HF9,c008,14.30,21.70,21.92
T4HF9,c148,0.00,17.70,21.92
8M0ZV,c008,22.10,31.00,30.08
8M0ZV,c118,0.00,31.00,30.08
8M0ZV,c106,27.50,31.00,30.08
8M0ZV,c061,0.00,31.00,30.08
8M0ZV,c097,24.80,30.20,30.08
O7N6K,c008,0.00,5.60,22.00
O7N6K,c053,3.40,23.00,22.00
O7N6K,c056,17.60,23.00,22.00
O7N6K,c057,2.60,7.70,22.00
O7N6K,c097,0.30,7.10,22.00
L8HMR,c071,3.40,14.00,32.58
L8HMR,c043,10.80,23.80,32.58
L8HMR,c070,0.00,14.00,32.58
L8HMR,c097,0.00,4.60,32.58
L8HMR,c034,3.60,13.50,32.58
L8HMR,c042,18.60,23.50,32.58
L8HMR,c081,18.10,23.60,32.58
